name,date,content
콜레스테롤·혈압 동시 기능성… '레이델 폴리코사놀 더블액션' 홈앤쇼핑 단독 론칭,2020.10.22,"헬스케어 전문브랜드 레이델(RAYDEL)은 콜레스테롤과 혈압을 동시에 케어할 수 있는 ‘레이델 폴리코사놀 더블액션’을 11월 7일 홈앤쇼핑에 단독 론칭한다.배우 김명민이 모델인 레이델 폴리코사놀 시리즈는 현재 국내 식약처에서 기능성을 인정받은 유일한 폴리코사놀로서 베스트셀러 건강기능식품이다. 홈앤쇼핑 방송 매회마다 뜨거운 관심을 받고 있는 폴리코사놀5 제품은 지난달 홈앤쇼핑 단독판매 매출 1000억을 돌파하였다.레이델 폴리코사놀 시리즈 3종 중 하나인 ‘레이델 폴리코사놀 더블액션’의 주원료는 ‘폴리코사놀-사탕수수왁스알코올’이다. ‘폴리코사놀-사탕수수왁스알코올’은 쿠바산 사탕수수의 잎과 줄기 왁스에서 추출ㆍ정제한 독특한 8가지 구성의 지방족알코올로 이루어져있다. 이 원료는 충분한 인체적용시험을 통해 1일 20mg 섭취 시 혈중 총 콜레스테롤과 LDL 콜레스테롤 수치가 감소하고 HDL 콜레스테롤 수치가 증가하는 것을 입증하였을 뿐만 아니라, 수축기 및 이완기 혈압이 모두 크게 감소했다는 것도 밝혀졌다.이러한 연구결과로 레이델 폴리코사놀 더블액션은 ‘콜레스테롤 수치개선’ 뿐만 아니라 ‘혈압조절’까지 한 번에 도움을 줄 수 있다는 식약처의 이중 기능성을 인정받았다. 오는 7일 오전 10시 20분 홈앤쇼핑에서 첫 론칭 방송이 진행되며, 방송전에도 앱을 통해 홈앤쇼핑만의 다양한 할인혜택과 함께 만나볼 수 있다.레이델 관계자는 “콜레스테롤과 혈압은 어느 한쪽이라도 문제가 발생되면 상호악순환관계에 높이게 되기 때문에, 콜레스테롤과 혈압을 동시에 케어하는 것이 중요하다”며 “식약처에서 인정받은 건강기능식품 레이델 폴리코사놀 더블액션을 통해 간편하고 안전하게 콜레스테롤과 혈압 건강을 지키시길 바란다”고 밝혔다."
폐경의 '후유증'... 여성 골다공증 100만명 시대,2020.10.22,"뼈에 구멍이 숭숭 뚫리는 골다공증 환자가 증가 추세인 가운데, 환자의 94%가 여성이라는 조사가 나왔다. 또 2019년 기준 처음으로 여성 골다공증 환자가 100만명을 넘어섰다.국민건강보험공단이 2015~2019년 골다공증 진료 환자를 분석한 결과, 골다공증 환자 수가 2015년 82만 명에서 2019년 108만 명으로 연평균 7.1% 증가했다. 특이할만한 점은 환자 대다수가 여성이었다는 점이다. 여성 환자가 전체의 94%를 차지했는데, 이는 남성 환자보다 16배나 많은 수치다.<아래 표>대한통증학회 이소연 전문의는 최근 5년간 골다공증 환자 중 여성 환자가 대부분을 차지하는 원인에 대해, “여성과 남성 모두 나이가 들어감에 따라 골 형성과 골 흡수 사이의 불균형이 일어나게 되는데, 젊은 성인기에는 골 흡수보다 골 형성이 더 많으므로 30대에 최대 골량(peak bone mass)에 도달하였다가 이후에는 골밀도가 점차 감소하게 된다”며 “남성이 여성에 비해 골다공증 발병이 적은 것은 두 가지 원인으로 정리할 수 있는데 첫째, 남성이 사춘기에 더 많은 뼈가 생성되고 둘째, 여성과 달리 남성은 폐경으로 인한 에스트로겐의 갑작스런 손실을 경험하지 않기 때문에 노화 중에 뼈 손실이 더 적다”고 설명했다.50대 여성이라면 특히 주의를
통계에 따르면 골다공증 환자 중 50대 이상 여성 환자가 특히 많았다. 2019년 기준 50대 이상 환자가 97.2%를 차지했다. 50대 이상, 그것도 여성 환자가 많은 이유는 폐경기 이후 에스트로겐의 결핍 때문이다.남성의 경우는 뼈가 여성에 비해 더 두껍고 강하기 때문에 뼈 손실이 점진적으로 이루어지기 때문에 골다공증 발병이 더 적다. 에스트로겐은 골 흡수를 감소시키고 골 형성을 촉진하는 역할을 하는데, 폐경 이후 에스트로겐 수치가 급감하기 때문에 50대 이상 여성에서 골다공증이 호발하는 것과 밀접한 관련이 있다. 이소연 전문의는 “체내 칼슘이나 비타민D 수치가 낮은 경우 뼈 손실이 더 많아지는데, 노화가 진행됨에 따라 콩팥에서 비타민D 생산이 감소, 결과적으로 칼슘 흡수가 감소하게 돼 골다공증이 가속화된다”고 말했다.골다공증 치료의 기본은 '예방'
골다공증 치료의 기본은 예방이며, 적절한 영양소 특히 칼슘과 비타민 D를 섭취하여야 한다. 골다공증 환자의 약물 치료로는 골 흡수를 억제시키기 위해 여성호르몬(Estrogen) 대체요법, SERM 제제, 비스포스포네이트, 칼시토닌 등의 약제가 사용되며, 골 형성을 촉진시키기 위하여 부갑상샘호르몬제제와 다른 호르몬제제 투여를 고려해볼 수 있다.골절이 발생한 경우 골절에 의한 통증을 경감시켜주고, 압박골절에 대해서는 2~3주간 보존적인 치료를 시행하고, 통증이 심하거나 일상생활이 심하게 저해되는 경우 경피적 척추성형술을 시행하기도 한다. 고관절, 손목 골절의 경우에도 관절을 안정화시키는 것이 우선이며 수술적 치료가 필요할 수도 있다.골다공증의 증상이 이미 나타난 뒤에는 치료해도 장애가 남을 가능성이 높고 약이나 주사를 써서 치료한다고 하더라도 골다공증의 진행을 늦추거나 멈추게 하는 정도이기 때문에 예방하는 것이 중요하다. 골다공증을 예방하기 위해서는 술, 담배 등의 위험인자를 피하고 칼슘, 비타민 D 보충, 지속적인 운동을 통해 골 감소를 최소화해야 한다.운동으로는 하루 30분 이상의 체중 부하 신체 활동(걷기, 가볍게 뛰기, 계단 오르기 등)을 하는 것이 권장된다. 골다공증 환자들은 1년에 한 번씩 정기적으로 골밀도 검사를 받도록 권장되며, 선별검사로서는 65세 이상의 여성, 70세 이상의 남성에서 시행할 수 있다."
대구서 독감 백신 접종 뒤 사망자 또 발생,2020.10.22,"대구에서 독감 백신을 접종받은 80대 사망자가 또다시 발생했다.동구에 사는 80대 여성 A씨는 22일 오전 8시 30분께 호흡곤란을 호소해 1시간 뒤 병원 응급실로 이송됐지만, 곧바로 숨졌다. A씨는 19일 오후 4시께 집 인근 의원에서 독감 예방접종을 받은 것으로 확인됐다. A씨는 기저질환이 있었으나 정확한 병명은 공개되지 않았다.A씨가 접종받은 백신은 질병관리청이 무료접종을 위해 공급한 엘지화학 '플루플러스테트라프리필드시린지주'다. 해당 제품은 유통 경로상에서 상온 노출이나 백색 입자가 검출된 제품은 아니다. 대구시는 19일 해당 의원에서 사망자가 접종한 것과 동일한 백신을 맞은 시민 148명 명단을 확보해 전수 모니터링을 할 예정이다. 또 예방접종과 사망의 인과 관계를 밝히기 위해 백신을 접종한 의원과 환자가 사망한 병원을 중심으로 역학 조사를 하고 있다."
[건강똑똑 TV] 인공와우 순차양이 Q&A '영상 검사도 두 번 해야 하나요?',2020.10.22,"주제 : 양측 인공와우로 행복하게 살기, 한쪽만 들을 때 불편한 점

강사 : 최병윤 교수
일시 : 2020년 8월 22일 오후 3시

헬스조선이 지난 8월 22일(토) 오후 3시, 광화문 인근에서 '온라인 건강똑똑-난청편'을 진행했다. 이번 건강똑똑은 '양측 인공와우로 행복하게 살기, 한쪽만 들을 때 불편한 점'을 주제로 분당서울대병원 이비인후과 최병윤 교수가 강의했다. 

Q&A 코너에서는 순차양이 인공와우 수술에 대하여  갖고 있는 많은 궁금증들에 대하여 명쾌한 답변을 해주는 시간을 가졌다.

동영상 보기 : https://youtu.be/q_9onhTTtwU"
비타민C 아침에 효과 ‘톡톡’… 홍삼은 언제?,2020.10.22,"코로나19로 면역력의 중요성이 커지면서 건강기능식품을 챙겨 먹는 사람들이 적지 않다. 건강을 지키려는 노력에도 불구하고 제때 먹지 않으면 효과가 떨어질 수 있다. 건강기능식품의 효과를 최대한 보려면 언제 먹는 게 좋을까?비타민B·C 보충제는 아침
비타민B·C는 신진대사를 활발하게 하고 밤 동안 쌓인 몸속 노폐물을 배출하는 효과가 있다. 또 섭취한 음식을 에너지로 바꿔주기 때문에 아침에 먹어야 활동량이 많은 낮에 효과적으로 에너지를 낸다. 단, 산 성분이 속쓰림을 일으킬 가능성이 있어서 식후에 먹는 게 안전하다.홍삼·오메가3는 점심
홍삼에 든 진세노사이드 성분은 생리활성을 촉진해, 낮에 생기는 식곤증이나 피로감을 완화해줄 수 있다. 또 생선에서 추출되는 오메가3 지방산은 혈중 지방 성분을 몸 밖으로 내보내는 효과가 있다. 다만 비린내로 인해 메스꺼움을 유발할 수 있어 점심 식사 후에 먹는 게 좋다.칼슘 보충제는 저녁
칼슘은 뼈를 구성하는 동시에 근육과 신경을 안정시키는 효과가 있어, 활동량이 적은 저녁이나 잠들기 전에 먹는 게 좋다. 또 칼슘은 위산과 만나면 흡수율이 증가하므로 위산 분비가 많은 식후에 먹어야 효과적이다."
"GE헬스케어, 뉴노멀시대의 '원격 모니터링' 비전 제시",2020.10.22,"GE헬스케어 코리아는 21일부터 삼성동 코엑스에서 개최되는 2020 국제병원 및 의료기기 산업박람회(이하, K-HOSPITAL FAIR 2020)에서 ‘뉴 노멀시대의 원격 모니터링의 현재와 지속가능한 비전’을 주제로 병원 경영리더십 간담회를 개최했다.이번 간담회에서는 포스트 코로나 시대를 선제적으로 대비하는 데 앞장선 서울대병원 흉부외과 김경환 교수의 문경 생활치료센터 연구 사례를 소개했다. 서울대학교병원은 올해 COVID-19 무증상·경증 환자관리를 위해 운영된 경상북도 문경 생활치료센터에 첨단정보 기술을 도입해, 서울의 의료진과 문경 생활치료센터에 입원 중인 환자의 상태를 원격 모니터링하는 등 디지털 솔루션을 이용한 감염전파 위험 최소화와 환자의 안전, 효율성 증대의 성과를 달성했다.GE헬스케어는 빅데이터 관리를 통해 원격 모니터링 네트워크를 구축하는 감염·중증·응급환자 데이터 통합 원격 모니터링 솔루션인 ‘뮤럴(Mural)’을 소개했다.서울대학교병원 흉부외과 김경환 교수는 ""최근 COVID-19과 독감의 트윈데믹(Twindemic)이 우려되는 상황에서 첨단 디지털 솔루션을 통한 감염병 관리시스템은 중요한 국가적 어젠다이다""며 ""COVID-19으로 인해 새로운 의료계 패러다임의 변화가 요구되는 현실에서 이러한 원격모니터링 시스템이 많이 구축되길 바란다""고 말했다.    GE헬스케어 라이프케어 솔루션 박정은 이사는 “GE헬스케어는 100년 이상의 축적된 영상의학 노하우와 환자 상태를 모니터링하는 다양한 첨단 디지털 기술을 보유하고 있다”며, 국내 병원과의 원격모니터링 및 버추얼 환자케어 플랫폼(Virtual Care Platform) 구축을 위한 다양한 협업을 통해 한국의 K-방역의 위상을 제고하는데 일조하길 기대한다”고 밝혔다."
경남서 독감백신 사망자 추가 발생… 창원 70대 남성,2020.10.22,경상남도 창원에서 독감백신을 맞은 70대 남성이 숨진 채 발견됐다. 이로써 경남에서만 이틀 사이에 독감백신 접종 추정 사망자가 2명 발생했다.경찰에 따르면 22일 오전 10시 18분께 창원시 진해구 한 주택에서 79세 A씨가 숨진 채 발견됐다. 유족들은 A씨가 20일 오후 집 근처 병원에서 독감백신을 접종했다고 진술했다. 보건당국은 병원을 상대로 A씨 접종 사실을 확인했다.앞서 창원에서는 70대 남성 B씨가 지난 19일 오전 10시께 한 요양병원에서 독감 백신을 접종한 뒤 숨졌다. B씨는 21일 오후 6시께 목욕탕에서 사망한 상태로 발견됐다. B씨는 당뇨와 경증 치매 등 기저 질환이 있었던 것으로 확인됐다.B씨가 접종받은 백신은 SK바이오사이언스의 스카이셀플루 4가(제조번호 Q022049)다. 해당 백신이 상온 노출로 효능 저하 우려가 제기되거나 백색 입자가 검출된 제품인지는 확인되지 않았다.
"레이델, 생(生)로열젤리 마켓컬리 론칭",2020.10.22,"헬스케어 전문 브랜드 레이델(RAYDEL)이 오는 22일 마켓컬리에 ‘레이델 생로열젤리’를 론칭했다.로열젤리는 ‘퀸 메이커’라는 별명을 가지고 있는 데, 이는 여왕벌이 일생동안 섭취하는 먹이이기 때문이다. 로열젤리는 생후 5~15일 된 어린 일벌이 꿀을 먹고 유충을 기르는 시기에만 머리에 있는 인두선에서 분비하는 미황색의 크림 형태 물질이다. 로열젤리를 평생 먹고 사는 여왕벌은 일벌보다 2배 이상 몸집이 커지고, 매일 3000개가량의 알을 낳으며 일벌의 40배에 달하는 생존기간을 가진다. 벌집에서 아주 극소량 채집할 수 있으며, 대사에 필요한 단백질, 지방, 탄수화물 등 기본 영양소가 함유되어 있고 비타민, 엽산, 미네랄, 아미노산 등 43종 이상의 생리활성물질이 함유되어 있다.로열젤리는 고대부터 전세계적으로 고영양 및 고단백 완전식품으로 사랑받아왔으며, 현재까지 의학, 건강을 비롯한 다양한 분야에서 연구가 활발히 진행되고 있다.레이델 생로열젤리는 여왕벌이 먹는 자연 그대로의 100% 생로열젤리이다. 수작업으로 일일이 채취해 불순물을 걸러내는 것 외에 별도의 가공과정이나 첨가물이 없이 바로 포장하고 냉동하여 자연 상태 그대로 섭취할 수 있도록 생산하였다. 또한 공기접촉을 최소화하는 튜브 형태 패키지로 제작하여 안전하게 보관하고 신선하게 섭취할 수 있다."
밀가루 먹으면 왜 배가 나올까?,2020.10.22,"날이 추워지면서 붕어빵·호떡·찐빵 등 밀가루로 만든 간식들이 길거리 곳곳에 보인다. 하지만 밀가루 음식은 많이 먹으면 살이 찌고 배가 나온다고 생각하는 경우가 많다. 왜 그럴까?밀가루는 정제 탄수화물로, 섭취 시 다른 영양소에 비해 혈당이 급격히 오른다. 췌장에서는 높아진 혈당을 낮추기 위해 대량의 인슐린을 분비하는데, 이때 인슐린은 당을 세포 내로 흡수시켜 ‘글리코겐’이라는 형태로 간이나 근육에 저장시키면서 혈당을 낮추는 역할을 한다. 그런데, 간과 근육에서 저장할 수 있는 글리코겐의 양은 한정돼있다. 남은 당은 지방 세포에 쌓여 중성지방으로 변하게 된다. 몸속에 쌓인 중성지방을 흔히 ‘체지방’이라고 부른다.체지방이 축적되면 ‘내장지방’도 늘어난다. 내장지방은 장기 등 소화기관을 고정하기 위해 막으로 쌓여있는 지방이다. 내장지방이 쌓이면 겉보기에 복부가 뚱뚱해질 뿐 아니라 혈액 속으로 지방산이 빠져나와 각종 장기에 악영향을 미친다. 또한 간이나 근육이 인슐린에 덜 반응하게 돼 당이 세포 안으로 들어가지 못하는 문제도 생긴다. 이를 ‘인슐린 저항성’이라고 한다. 인슐린 저항성이 커지면 우리 뇌는 인슐린이 부족하다고 판단해 인슐린 생산량을 늘리지만 혈당은 개선되지 않는다. 이에 따라 내장지방은 더 많이 쌓이고 다시 인슐린 저항성이 커지는 악순환이 반복된다.한편, 비만을 부르는 음식에는 국물음식도 있다. 국물음식은 나트륨 함량이 높아, 지방 사이사이 작은 혈관에서 조직액이 유출되는 ‘부종’을 유발할 수 있다. 부종이 반복되면 근육 생성을 방해해 체지방이 쉽게 몸에 쌓인다. 특히 설렁탕, 갈비탕 등 고기가 들어간 국물음식은 고기 지방이 국물에 녹으면서 지방함량을 높인다."
"""온천 안 갔는데요?"" 동선 숨긴 목사 부부에 '1억2천' 청구",2020.10.22,"온천 방문 등 동선을 숨기고 허위 진술한 목사 부부에게 1억2천만원의 손해배상이 청구됐다.제주도 측은 감염병 방역 방해 등으로 입은 손실을 물어 은퇴 목사 A씨(도내 29번), A씨 아내 B씨에 대한 손해배상 소장을 22일 제주지법에 접수했다고 밝혔다. 정확한 청구액은 확진자·접촉자 격리 기간 생활 지원비 7350만6757원, 검사 비용 2515만원, 진단 검사 물품 구매비 1286만원, 방역 소독 비용 139만8000원 등 총 1억2557만947만원이다.A씨와 B씨는 10여 차례의 역학조사 과정에서 방역 당국에 방문 이력과 동선을 숨기고 허위 진술했다. 이들이 온천에 방문한 사실을 숨긴 후 온천 방문자 8명이 연쇄 감염됐다. 또한 접촉자가 113명 발생했고, 이들은 14일 동안 자가 격리됐다.제주도는 또 지난달 3일 이들 부부를 감염병예방법 및 공무집행방해죄 혐의로 고발한 바 있다. 감염병예방법에는 ""시·도지사 또는 시장·군수·구청장이 하는 역학조사에서 거짓으로 진술하거나 거짓 자료를 제출하는 행위를 하여서는 안 된다""고 규정하고 있다.한편 최근 요양병원을 중심으로 코로나19가 재확산되며 오늘(22일) 확진자는 다시 100명을 넘긴 121명으로 집계됐다."
척추 아픈 사람… 코로나19 사망 위험 ‘2배’,2020.10.22,"척추가 골절된 코로나19 환자는 그렇지 않은 환자보다 중증 및 사망 가능성이 크다는 연구 결과가 나왔다.이탈리아 산라파엘 대학병원 연구팀은 코로나19 환자 114명을 대상으로 X-ray 검사를 시행한 후, 척추 골절 여부와 병의 중증도 및 사망률의 관계를 분석했다. 그 결과, 대상자의 35%에서 척추 골절이 발견됐다. 이들은 척추가 골절되지 않은 환자보다 산소호흡기 치료를 받을 가능성이 컸고 사망할 위험은 2배 높았다. 골절이 심한 환자일수록 사망률은 더 높았다. 연구팀은 몸이 약한 경우 척추 골절을 겪을 가능성이 크기 때문에 병이 중증으로 진행하거나 사망할 위험이 크다고 분석했다.연구를 진행한 안드레아 기우시나 연구원은 “코로나19 환자가 척추 골절을 겪으면 심폐 기능이 나빠지는 등 병이 악화할 수 있다”며 “특히 골다공증이면 척추가 골절될 가능성이 크기 때문에 주의해야 한다”고 말했다.이번 연구는 미국 내분비학회에서 발행하는 공식 학술지 ‘임상 내분비학 대사(Journal of Clinical Endocrinology & Metabolism)’에 최근 게재됐다."
점심 시간 산책 가나요? 운동 효과 '제대로' 보려면,2020.10.22,"동료들과 점심시간에 가만히 앉아 후식만 먹으면 살이 찌기 쉽다. 영양소가 금세 지방으로 바뀌기 때문이다. 식사 직후 포도당이 지방으로 저장되기 전 20분 정도 가볍게 산책하면 지방으로 축적되는 양을 줄일 수 있다. 특히 비만인 사람은 그렇지 않은 사람보다 포도당이 지방으로 변환되는 속도가 빨라서 식사 후에는 꼭 걷기를 권한다.산책의 효과를 제대로 보는 걷기 방법이 따로 있을까? 우선 걷기에도 준비운동을 하면 효과는 배가 된다. 종아리 들어 올리기, 스쿼트, 플랭크로 근력을 강화하면 그냥 걸을 때보다 전신 기능을 향상할 수 있다. 단, 척추 질환이나 관절염이 있는 사람은 통증이 느껴지지 않을 정도로 강도와 횟수를 조절해야 한다.걸을 때는 상체 자세를 곧게 유지하면서 걷는다. 무의식적으로 상체를 구부정하게 유지한 채 걷는 사람이 많은데, 이는 척추에 부담이 될 수 있다. 척추와 가슴을 펴고, 시선은 정면이나 약간 위를 바라본다. 걸을 때도 발뒤꿈치가 먼저 땅에 닿게 한 후 앞부분을 내디딘다. 힘없이 터벅터벅 걷지 말고 확실하게 걸음을 내디더야 한다.무작정 빠르게 걷는 게 에너지를 더 많이 소모해 효과적이라고 생각하는 사람이 많다. 그러나 식사 직후 뛰거나 과도하게 빠르게 걷는 것은 위식도역류나 소화불량을 유발할 수 있다. 고령자는 균형 감각이 떨어져 부상을 입을 위험도 있다. 무리해서 걷기보다는 자신의 건강 상태에 맞게 올바른 자세로 걷는 게 중요하다."
경남·경북 독감백신 사망자 또 발생… 13명째,2020.10.22,"독감 백신 접종 이후 사망한 사례가 잇따르는 가운데, 경북 성주와 경남 창원에서도 숨진 사례가 발생했다.22일 경상북도에 따르면 성주에 사는 70대 여성 A씨는 20일 한 의원에서 독감 백신을 접종한 뒤 21일 오후 8시 20분께 숨진 채 발견됐다. A씨 가족이 집 안에 쓰러져 있는 것을 발견하고 신고해 경찰이 보건 당국에 통보했다.보건 당국은 접종 과정 등 역학관계를 조사하고 있다.경남 창원에서도 독감 백신을 맞은 70대 남성 B씨가 숨졌다. 22일 경남도에 따르면 창원에 사는 B씨는 19일 요양병원에서 독감 백신을 접종한 뒤 21일 오후 6시께 숨진 채 발견됐다.이를 포함해 현재까지 백신 접종 후 13명째 사망자가 나왔다."
코로나 국내 신규 확진 121명… 국내발생 104명·해외유입 17명,2020.10.22,"코로나19 국내 확진자 수가 전날 대비 121명 늘었다.질병관리청 중앙방역대책본부는 22일 0시 기준 국내 코로나19 누적 확진자는 2만5543명이며, 이 중 2만3647명이 격리해제됐다고 밝혔다.위중증 환자는 62명이며, 사망자는 3명으로 누적 사망자는 453명(치명률 1.77%)이다.신규 확진 중 국내 발생은 104명이다. 지역별로 경기 62명, 서울 18명, 충남 11명, 부산 5명, 인천 2명, 강원 2명, 대구 2명, 전북 2명이다.해외 유입 확진은 17명이다. 9명은 검역단계에서 발견됐고, 나머지 8명은 지역별로 경기 5명, 인천 2명, 경북 1명으로 확인됐다.유입 대륙별 해외 유입 확진자 수는 중국 외 아시아 7명, 유럽 5명, 아메리카 3명, 아프리카 2명 순으로 많았다."
소량의 음주... 당뇨병 환자 모두가 괜찮을까?,2020.10.22,"최근 중국 둥난대 연구팀이 알코올 소비량과 제2형 당뇨병의 관계를 조사한 10가지 연구를 분석했는데 소량의 음주는 인슐린 수치를 낮추는 포도당 대사를 향상하는 것으로 나타났다. 이처럼 소량의 음주가 당뇨병 환자에게서 해가 되지 않는 것으로 알려져 있는데 그렇다면 모든 당뇨병 환자가 술을 마셔도 될까? 일산백병원 내분비내과 노정현 교수는 “경우에 따라서 다르다”고 말했다.혈당 조절 잘되는 당뇨병 환자 괜찮지만…
알코올 섭취는 합병증이 없고 간질환을 동반하지 않은 혈당조절이 양호한 환자에서는 반드시 금지할 필요는 없다. 그러나 모든 당뇨병 환자들이 음주가 가능한 것이 아니며 당뇨병 환자 중에서도 혈당조절이 잘된 당뇨병 환자들에 한해서만 소량의 음주가 허용된다. 우리나라 당뇨병 환자에서 알코올 섭취 허용량에 대한 과학적 근거는 아직 부족하지만, 알코올과 관련된 다양한 건강문제를 고려하여 만약 마시는 경우 1잔 이내로 제한한다. 음주량을 스스로 제한할 수 없으면 금주하는 것이 바람직하다. 이렇게 당뇨병 환자의 음주가 제한적인 이유는 당뇨병 환자에게 여러 가지 해로운 부작용들을 일으킬 수 있기 때문이다.당뇨병에 음주 시 ‘저혈당’이 가장 위험
당뇨병 환자가 음주할 경우 가장 위험한 부작용은 ‘저혈당증’유발이다. 저혈당증은 정상혈당보다 낮은 혈당 상태를 말하는데 심할 경우 쇼크 상태가 초래될 수 있다. 이처럼 혈당이 저하될 경우 간에서는 간세포 안에 저장된 당원을 분해하거나 포도당이 아닌 다른 물질들을 사용하여 포도당을 새로 만들어(당신생) 혈액 속으로 방출해 혈당을 유지하는데 음주할 경우 알코올이 간에서 당신생을 억제해 저혈당을 일으킬 수 있다.  더욱이 경구혈당강하제나 인슐린을 투여하고 있는 당뇨인의 경우 음주 시, 저혈당의 위험이 더욱 커진다.최대한 피해야하지만, 맥주보다는 소주가 나아
당뇨병 환자들의 경우 최대한 금주하는 것이 좋다. 하지만 술을 먹어야 하는 상황이라면 양조주(맥주, 와인, 막걸리) 보다는 증류주(소주, 위스키, 브랜디)를 마시는 것이 낫다. 양조주의 경우 증류주보다 탄수화물이 많이 들어 있어 혈당을 올라가게 할 수 있기 때문에 가급적 피하는 것이 좋다. 그리고 과일소주와 단 맛이 나는 술은 피하는 것이 좋다. 증류주의 경우 탄수화물이 제거된 상태이기 때문에 양조주 보다는 낫지만 대체적으로 알코올 함량이 높기 때문에 췌장이나 간에 무리를 줄 수 있다. 술은 아주 조금씩 천천히 마시고, 공복 시에는 음주를 하지 말아야 한다. 음주 양은 한 잔 이내로 하는 것이 바람직하다.당뇨병 환자가 음주 시, 주의해야할 점은
앞서 설명했듯이 ‘저혈당증’ 유발을 가장 조심해야 하는데 특히 경구혈당강하제(설폰요소제) 복용 및 인슐린 주사하는 환자에서는 음주 시 저혈당의 위험이 증가한다. 술의 주성분인 알코올은 중추신경을 억제하는 기능이 있어 저혈당 증상을 느끼지 못하게 할 수도 있다. 또한 알코올 과복용 증상과 저혈당 증상이 비슷해 저혈당 증상임에도 불구하고 알코올 과복용 증상으로 오인해 치료시기를 놓쳐 매우 위험한 상황이 될 수 도 있기 때문에 음주 중에도‘저혈당증’에 대한 인식을 갖고 있는 것이 중요하다. 아무리 소량이라도 장기간 지속적으로 술을 마실 경우 고혈압, 고중성지방혈증, 간질환, 췌장질환 및 당뇨병성 신경병증 등 당뇨병과 관련된 합병증을 악화시킬 수 있으므로 연속적인 음주는 해선 안된다. 마지막으로 음주를 한 다음날은 아침에 저혈당이 나타날 수 있으므로, 반드시 혈당검사를 하고 아침 식사를 거르지 말아야 한다."
"삼성바이오, 3분기 영업이익 139% 증가… 작년 실적 초과 달성",2020.10.22,"삼성바이오로직스는 올 3분기 매출 2746억원 영업이익 565억원을 기록했다고 22일 밝혔다.
지난해 같은 기간보다 매출은 49%(898억원) 증가했으며, 영업이익 또한 139%(329억원) 늘었다. 올 3분기 1~3공장 모두 매출이 증가한 결과다.올 1~3분기 누적 실적은 매출 7895억원, 영업이익 2002억원으로, 3분기 만에 지난해 전체 실적(매출 7016억원과 영업이익 917억원)을 초과 달성했다.
삼성바이오로직스 측은 “공장 가동률 상승에 따른 원가율 감소 영향으로 높은 실적을 거둘 수 있었다”고 설명했다.3분기 매출총이익률과 영업이익률은 전년동기 대비 각각 6%·8%씩 증가한 32%·21%로, 견조한 수준의 이익률을 유지했다.
다만 지난 분기에 비해서는 매출과 영업이익이 각각 331억원·246억원가량 감소했다. 매출의 경우 연간 생산계획에 따른 2분기 가동률 감소로 판매량이 소폭 줄어든 데 따른 것으로 보이며, 영업이익은 매출 감소와 판관비 증가가 영향을 미쳤다."
