갑상선결절이 암이 될 수도 있나요?,"관련 질병
갑상선 양성 종양

","갑상선결절은 양성과 악성으로 구분 됩니다. 갑상선결절 중 약 5~10%는 악성결절(갑상선암)로 그 진단을 위해서 초음파 검사, 미세침흡인세포검사 등을 시행합니다. 또한, 양성 결절은 암(악성)으로 발전하지 않으므로, 병원에서 권유하는 정기적인 추적 관찰을 하시면 됩니다.
"
조절마비굴절검사가 꼭 필요한가요?,"관련 질병
근시

","우리 눈의 수정체는 카메라의 조절장치와 흡사한 조절장치로 일반적으로 어린이에게는 과도한 조절이 일어납니다. 따라서 처음으로 안경을 맞추는 모든 어린이나 내사시가 있는 모든 어린이, 그리고 가성근시를 감별하기 위해 반드시 필요합니다. 조절마비 상태에서는 가까운 곳이 잘 안 보이고, 눈이 부시며, 검사에 시간이 많이 소요되지만, 정확한 굴절력 측정을 위해 반드시 시행해야 합니다. 조절마비제의 효과는 약 3일간 지속될 수 있습니다.근시를 진행시키는 요인으로 확실히 밝혀져 있는 것은 별로 없지만 자기 눈에 비해서 도수가 높은 안경을 쓰는 경우에 근시의 진행을 촉진시킨다는 것은 잘 알려져 있습니다. 따라서 특히 처음 안경을 끼는 경우 반드시 안과 의사와 만나서 조절마비 굴절검사를 시행한 후 안경을 처방 받아야만 도수가 높은 안경에 의한 과교정을 막을 수 있습니다.
"
무좀과 습진의 가장 큰 차이는 무엇인가요?,"관련 질병
백선증

","무좀과 습진의 가장 큰 차이는 무좀이 피부사상균(무좀균, 곰팡이)이라는 원인균에 의해 발생하는 감염성 피부질환이고, 습진은 감염성 피부질환이 아니라는 것입니다.습진은 피부과학 영역에서 조직학적으로 극세포증을 동반한 해면화와 표재성 혈관주변에 임파구가 침윤된 염증성 피부반응으로, 임상적으로 소양증과 홍반, 인설, 군집성 수포 등의 임상증상을 나타낼 수 있으며, 현재 통상적으로 피부염과 습진을 동일한 개념으로 사용하고 있습니다.이에 반해 무좀은 진균(피부사상균, 곰팡이)이 피부의 각질층, 체모 및 손톱, 발톱과 같은 케라틴(머리털, 손톱, 피부 등 상피구조의 기본을 형성하는 단백질)에 기생하고 번식함으로써 나타나는 감염성 피부질환입니다.그러나 무좀도 피부염이고 염증을 동반한 피부질환이기 때문에 피부과 전문의가 아닌 일반인이 병변만 보고 무좀과 습진을 구분하기는 어렵습니다.
"
"자극접촉피부염이 오래되어 피부가 두꺼워졌는데, 정상적으로 회복될 수 없나요?","관련 질병
자극 접촉 피부염

","피부가 두꺼워졌다면 피부에 태선화(단단하고 거친 잔주름들이 커져서 더 뚜렷이 나타나는 피부병. 피부염이 오래 경과할 때 생긴다.)가 발생하였을 가능성이 큽니다. 태선화는 표피 전체와 진피의 일부가 가죽처럼 두꺼워지는 현상으로 피부는 광택을 잃고 유연성이 없어지며 딱딱해지고 피부주름이 뚜렷해지는 모습을 보입니다. 이러한 경우 정상적인 피부상태로 되돌아가기는 쉽지 않습니다. 하지만 원인 피부 질환의 치료를 꾸준히 한다면 정상적인 피부로 되돌릴 수 있으므로 꾸준히 치료를 받는 것이 중요하겠습니다.
"
모세기관지염 병의 경과는 어떤가요?,"관련 질병
모세기관지염

","가장 처음에 나타나는 것은 대개 미열을 동반한 콧물 증상이며 2~3일 경과하면서 기침이 심해지고 주증상인 천명(음)과 호흡곤란이 시작됩니다. 숨을 빠르게 쉬고 숨쉴 때 힘들어 보입니다. 숨쉬기가 힘들다는 것은 콧구멍을 평소보다 더 심하게 벌렁거리고 가슴 아래쪽이 쑥쑥 들어가는 모습에서 알 수 있습니다. 이러한 증상들은 일주일 정도 지속될 수 있으나 기침은 2주까지도 연장될 수 있습니다.경과 중에 중이염이 합병증으로 동반될 수 있으며 2% 이하의 소아들에서 입원 치료가 필요한 만큼 증상이 심해질 수 있습니다.
"
성장판과 골 연령(뼈 나이)이 무엇인가요?,"관련 질병
저신장

","성장판은 장골(긴뼈)의 양 끝에 위치하면서 성장기에는 연골세포로 구성되어져서 성장호르몬이나 인슐린양 성장인자의 자극에 의하여 분열하고 증식하면서 무기질의 침착, 조골세포와 파골세포의 작용에 의해서 골화되어 뼈의 길이 성장이 이루어지는 중요한 부위입니다.성장하는 동안 계속적으로 이러한 과정이 이루어집니다. 골 연령(뼈 나이)이 남자의 경우 17~18세, 여자의 경우 15~16세 정도가 되면 성장이 멈추게 됩니다.골 연령이라는 것은 왼손과 손목의 X-선 촬영을 하여 척골, 요골, 수근골, 중수골, 수지골 등의 골 성숙도를 비교하여 Greulich-Pyle 법 또는 Tanner-Whitehouse 법에 의하여 측정하는 것입니다.출생 후 실제 나이인 역연령과는 다른 개념으로 약간 차이가 날 수 있습니다.역연령에 비하여 골 성숙이 더 되었는지 덜 되었는지를 보는 기준입니다.역연령에 비하여 골 성숙이 더 되었다면(즉, 뼈 나이가 많다면) 앞으로 성장할 여력이 적게 남아서 예측 성인 키가 적을 가능성이 높다고 볼 수 있습니다.반대로 골 성숙이 덜 되었다면(뼈 나이가 적다면) 앞으로 성장할 여력이 많이 남아서 예측 성인 키가 클 가능성이 높다고 볼 수 있겠습니다.따라서 실제 나이인 역연령 보다는 뼈의 성숙도를 보는 골 연령을 측정하여야 이 아이가 늦게 자라는 아이인지, 아니면 빨리 자라고 성장이 빨리 멈출 아이인지를 알 수 있을 것입니다.
"
다래끼가 딱딱하게 굳어 버렸습니다. 어떻게 치료해야 하나요?,"관련 질병
다래끼

","딱딱한 병변이 만성적으로 남아 있는 콩다래끼일 가능성이 높습니다. 이 경우 딱딱하게 굳은 육아종성 염증 부위를 절개하여 병변을 제거해야 합니다. 경우에 따라서는 소량의 스테로이드 주사로 병변이 소실되기도 합니다.
"
근육의 경직이 무엇이며 치료는 어떻게 하나요?,"관련 질병
뇌졸중 환자의 재활

","경직은 중추신경계(뇌와 척수) 손상에 의해 정상적으로 억제되던 반사가 증가되어 나타나는 현상입니다. 뇌졸중 초기에는 잘 나타나지 않다가 시간이 지나면서 차츰 증가된 이후 조금씩 감소하게 됩니다. 보통 추운 날씨에 증가되고 다른 안 좋은 자극이 몸에 가해지는 경우에도 증가됩니다. 즉 소변에 염증이 있거나 변비가 있는 경우, 몸의 다른 부위에 염증이 있는 경우 등에도 경직은 심해질 수 있습니다. 따라서 경직이 심해지는 경우에는 나쁜 자극이 될 만한 요인이 있는지 주의 깊게 살펴보는 것이 매우 중요합니다.경직에 대한 치료는 여러 상황을 복합적으로 고려해서 시행하여야 하며, 경직을 줄이는 것이 환자에게 도움이 된다고 판단되는 경우에 치료하게 됩니다. 경직을 줄이는 약물을 복용하는 경우에는 인지기능을 저하시킬 수 있으므로 반드시 의사를 통하여 주의 깊게 사용하여야 하며, 보툴리눔 독소(보톡스)나 알코올 및 페놀 등의 약물을 해당 근육이나 신경 주위에 직접 주사하여 경직을 치료하기도 합니다.
"
"임신 중인데 소변을 볼 때 간혹 아프고, 소변이 자주 마렵습니다.","관련 질병
정상 임신 관리

","임신초기에는 골반 내 자궁의 압박에 의해, 임신말기에는 태아 머리의 압박에 의해 소변이 자주 마려울 수 있습니다. 그러나 소변을 볼 때에 통증이 동반된다면 요도염(尿道炎, urethritis : 요도에서 생기는 염증. 주로 임균, 대장균, 연쇄 구균, 포도상 구균 등의 세균에 의한 경우가 많으나, 질 트리코모나스, 바이러스 등에 의한 경우도 있다. 또 기계적, 화학적 자극으로 일어나는 수도 있다)이나 방광염(膀胱炎, cystitis : 방광에서 생기는 염증)이 있을 수 있으므로 소변검사를 통한 치료여부 결정이 필요합니다. 특히 임신시 방광염은 증상이 없더라도 추후에 신우신염을 일으킬 가능성이 높으므로 반드시 치료가 필요합니다.
"
죽은 뇌세포는 재생이 안 되나요?,"관련 질병
뇌졸중 환자의 재활

","일단 뇌세포가 죽은 경우에는 재생이 잘 안됩니다. 하지만 부분적으로 손상이 있는 경우에는 일부 기능이 회복될 수 있습니다. 그것은 뇌출혈이든 뇌경색이든 차이가 없습니다. 이러한 기능회복은 손상된 뇌세포가 하던 역할을 손상되지 않은 뇌세포가 일부 대신함으로써 가능합니다.우리 뇌에는 수많은 뇌세포가 있습니다. 따라서 뇌세포의 일부분이 죽더라도 재활 치료를 통하여 그 기능을 다른 뇌세포에서 일부 대신할 수 있게 되는데, 이를 ‘뇌 가소성’이라고 합니다. 최근에는 뇌 가소성을 촉진하기 위해 경두개자기자극, 경두개직류자극 같은 뇌자극술(뇌 내의 특정목표부위에 미세전극을 삽입하여 지속적으로 전기적인 자극을 주어 뇌신경의 작용을 진정시키는 효과를 이용하는 치료법입니다.)이 치료에 사용되기도 합니다.


경두개자기자극
"
강직성 척추염에 어떤 운동이 중요한가요?,"관련 질병
강직성 척추염

","수영을 권장합니다. 수영은 목, 허리, 어깨 등 관절의 운동을 원활하게 하고 호흡운동을 촉진시키며 관절 운동 감소와 자세의 변형을 예방할 수 있습니다. 접영, 평영도 좋으나 자유형, 배영에 시간을 더 할애하는 것이 좋고 가능하다면 매일(아침 시간이면 더 좋은) 40~50분 정도 꾸준히 하는 것이 바람직하며 적어도 1주일에 4일 이상은 해야만 효과적입니다.그러나 운동 후 통증이 더 심해진다던가, 팔과 다리의 관절이 빨갛게 되고 붓거나 열이 나는 경우는 운동을 쉬고 의사 선생님과 상의해야 합니다. 자전거 타기나 배드민턴, 테니스 등도 효과적이지만 운동 중 관절을 다치지 않게 조심합니다. 축구, 농구, 배구 등의 경기는 다른 사람과 부딪혀 관절이 다칠 가능성이 높으므로 세심한 주의가 필요합니다.그 외에 신체적 접촉이나 충격의 가능성이 높은 유도, 검도 등의 격투기나 등과 목을 구부린 자세로 하게 되는 볼링, 골프, 당구 등은 피해야 합니다. 갑작스럽게 운동 부위에 통증이 생길 경우 뼈가 부러지거나 다친 경우이거나 관절의 염증이 심해진 경우가 의심되므로 즉시 병원에서 진찰을 받도록 해야 합니다.
"
"자꾸 토할 것 같아서 음식을 먹지 못하겠는데, 어떻게 해야 하나요?","관련 질병
호스피스 완화의료

","이런 경우에는 짭짤한 음식이나 신 음식 혹은 차가운 음료 등이 증상을 완화시키는데 도움을 줄 수 있습니다. 오심이나 구토를 느끼는 특정한 시간이 있다면, 그 시간이 아닌 때를 택해서 음식을 가능한 많이 먹습니다. 그리고 위에 장기간 머무르게 되는 기름진 음식은 피하는 것이 좋습니다. 이외에 향이 강한 음식을 피하시고 음식은 가능한 천천히 먹습니다. 식사 전후에는 환기를 시키는 것이 좋으며, 양치질이나 껌을 씹는 것은 오심을 유발할 수도 있으니 양치질이나 껌씹기 등은 가능한 음식이 어느 정도 소화된 후에 하는 것이 좋습니다.
"
고혈압 약물을 복용하여 혈압이 거의 정상으로 유지되고 있습니다. 혈압약을 언제까지 복용해야 하나요?,"관련 질병
고혈압성 심장병

","아직까지 고혈압의 근본적인 원인이 밝혀지지 않았고, 또 유전적인 요소가 많으므로 거의 평생동안 복용을 해야 하는 것이 원칙입니다. 그러나 혈압강하제의 장기간 사용으로 오랫동안 정상혈압이 유지되는 경우 약의 양을 줄여서 약을 중지할 수도 있으나, 이런 경우는 드뭅니다. 혈압강하제의 지속적인 복용 및 중단의 여부는 담당 의사가 건강상태와 혈압수치 등을 고려하여 결정하여야 합니다.
"
아이가 말을 더듬을 때 부모가 어떻게 도울 수 있을까요?,"관련 질병
말더듬

","1) 천천히, 부드럽게, 그리고 정확하게 말한다.부모의 말하는 방식이 아이에게 모델이 되므로 좋은 말의 시범을 보여 주고, 적절한 태도로 아이를 지지해 주면서 대화를 하려고 노력해야 한다.2) 잘 들어줘야 한다.아이가 무언가를 말하려고 할 때 아무리 말을 답답하게 하더라도 중간에 끼어들어서 대신 말하거나, 중단시키지 않습니다. 아이의 말에서 틀리는 발음이나 말더듬에 신경을 쓰지말고 말하고자 하는 내용에 관심을 두어 아이의 말을 잘 알아듣고 있다는 태도와 함께 아이의 말에 관심과 흥미를 가지고 있다는 것을 보여주어야 한다.3) 일일이 아이의 말을 고쳐주거나 간섭하지 않는다.‘천천히 해라’ 라든가 ‘차분히 생각 좀 해보고 말해라’ 또는 ‘다시 따라 해 봐’ 등 일일이 아이의 말을 지시적으로 무리하게 고쳐주기보다 자연스럽게 말의 시범을 보여줍니다.4) 말의 부담을 주지 않는다.다른 사람들 앞에서 이야기해 보라고 강요하거나, 지나치게 어려운 질문을 하거나, 하고 싶지 않은 노래를 부르게 하지 않는다.5) 아이의 언어 상태를 “말더듬”으로 표현하는 것을 삼가 한다.아이가 자신의 말이 유창하지 못함을 알고 있는데, 유창하게 말을 하지 못함을 다른 사람들 앞에서 주목시킨다면 다른 사람들로 하여금 아동에게 말하는 것을 피하거나 잘못 반응하는 나쁜 결과를 초래할 수도 있기 때문이다.6) 아이가 말할 때 불만스러움을 나타내지 않는다.아이가 말을 더듬는다고 때리거나, 그만 더듬으라고 소리를 치거나, 벌을 주거나, 부모가 끼어들어서 대신 말을 해 버리거나, 무시하거나, 깔보는 인상을 주거나, 화를 내거나, 재촉하거나, 걱정스러워 하거나, 동정심을 보이는 등의 태도를 나타내지 않는다.7) 모든 것을 말더듬과 연관 지어 야단치지 않는다.아이가 말을 했을 때 모든 관심이 더듬는 것에 있으므로 다른 잘못을 했을 때 말더듬과 무관한 것임에도 불구하고, 말더듬과 관련지어 야단치기가 쉬우므로 유의해야 한다. 아이가 못하는 부분만 들춰내려 하지 말고 칭찬에 인색하지 않으며, 아이가 더듬지 않고 말해보는 기회가 많이 생기도록 노력한다.8) 말하는 것이 재미있는 경험이 되게 한다.아이와 이야기하는 시간을 더 많이 갖고, 책을 읽어주고 이야기를 해 준 후에 아이가 그 이야기의 끝맺음을 하게 하거나, 재미있는 그림을 보고 이야기를 함께 해 보거나, 비디오를 함께 보면서 이야기를 하거나, 아이가 좋아하는 과제들을 함께 하는 시간을 많이 갖되, 말하는 것에 대해 부담을 느끼지 않고, 말을 잘 하는 경험이 축적되게 즐거운 시간이 되도록 많이 노력해야 한다.9) 가정 내에서의 문제점을 고치려고 노력한다.아이는 부모의 행동이나 말을 보고, 듣고 자신의 말하는 태도를 발전시켜 나간다는 것을 항상 기억하고, 또한 환경적-심리적인 요인들도 말더듬을 진전시키는데 중요한 역할을 하므로, 부모의 행동이나, 가정 불화, 아이를 대하는 태도, 야단치는 방법, 말, 성격, 가족 간의 화목함 등을 늘 점검 해 보고 영향을 줄 만한 요인들을 고치려고 노력해야 한다.
"
담낭과 담관(담도)이란 무엇인가요?,"관련 질병
내시경 역행 췌담관 조영술

","1) 수술로 담낭을 떼어내도 사는데 문제가 없나요?현대 의학적인 측면에서 쓸개는 담낭에 해당합니다. 담낭에 병이 생겨서 수술로 담낭을 제거하게 되면 ‘정말로 쓸개 빠진 놈’이 되는데, 이 경우 정말로 무슨 문제가 있는지에 대한 의학적인 답변은 ‘절대로 문제 되지 않는다’라고 할 수 있습니다. 이것은 맹장수술을 받고 살아도 아무 이상 없이 지내는 것과 마찬가지로 이해하면 될 것입니다.2) 담낭과 담관(담도)은 우리몸에서 어떤 일을 하나요?쓸개는 의학적인 용어로 담낭이라고 하며 간 밑에 붙어 있습니다. 자세히 관찰하면 쓸개는 작은 애호박 모양의 주머니로 일부분은 간 밑에 붙어서 매달려 있습니다. 그 내부에는 담즙이라고 불리우는 노란색의 끈적끈적한 소화액이 들어 있는데 그 양은 약 50cc 정도입니다. 담즙은 간에서 만들어져서 간 내부에 나무가지 모양으로 퍼져있는 가느다란 담관을 타고 내려와서 간 밑에 있는 간 입구에 모이게 되면 나무줄기에 해당하는 총담관을 통해서 간 바깥으로 나오게 됩니다. 총담관은 고무호수처럼 생겼는데 간 입구에 모인 담즙을 십이지장까지 보내는 통로 역할을 하게 됩니다. 담낭은 마치 돼지꼬리 모양으로 꼬불꼬불한 낭관을 통하여 총담관의 중간과 연결되어 있습니다.이처럼 담도란 간 안에 퍼져있는 작은 담관에서부터 시작하여 점차 굵은 총담관을 통해서 간 밖으로 나와 십이지장까지 연결되어 있는 통로로써 간에서 만들어진 담즙이 흐르는 길을 말합니다. 총담관의 중간부위에 담낭관을 통해서 매달려 있는 담낭쓸개)은 담즙을 저장하고 농축하는 역할을 합니다. 우리가 식사를 하게 되면 담낭이 수축하게 되어 그 안에 저장되어 있던 담즙을 십이지장으로 분비하게 됩니다. 소화제 역할을 하는 담즙은 위에서 십이지장으로 내려간 음식물과 섞여서 소장에서 지방 및 지용성 비타민의 흡수에 중요한 역할을 하게 됩니다. 또한 담즙은 간에서 콜레스테롤의 분비 및 각종 해독작용에 관여합니다.
"
말기 암환자는 남은 기간을 어떻게 보내는 것이 좋은가요?,"관련 질병
호스피스 완화의료

","“어떻게 하다가 이런 병에 걸리게 됐나”, “치료과정에서 무엇이 잘못됐나?” 등을 생각하다 보면 소중한 시간을 낭비할 수 있습니다. 중요한 것은 지금 이용할 수 있는 시간을 생각하면서 작은 목표와 실행 방법들을 선택하는 것이 좋습니다. 지금 나에게 있어서 중요한 것이 무엇일까를 자신에게 물어보는 것도 의미있는 목표를 세우도록 도와줄 수 있습니다. 가족과 함께 사진을 찍거나, 앨범을 정리하고 같이 여행을 떠나거나, 취미활동을 정리하면서 즐거움을 느낄 수 있을지 모릅니다. 혹은 자신의 감정과 경험에 대해 일기를 쓰면서 가족들이 환자를 기억하도록 할 수 있습니다. 때로는 마음을 열고 가족과 친구들과 대화해 보는 것도 도움이 될 수 있습니다.
"
수면내시경 검사는 어떤 것인가요?,"관련 질병
대장내시경 검사

","흔히 ‘수면내시경검사’라고 불리는 ‘의식하 진정내시경검사’는 검사에 대한 불안감과 고통을 최소화하고 검사 도중 의료진이 지시하는 말이나 자극에 대해 어느 정도 협조가 가능하고 검사와 관련한 기억이 없어지도록 하는 검사입니다. 이 과정 중에 환자는 잠을 잘 수도 있지만 모든 환자가 다 잠을 자는 것은 아닙니다. 원하는 진정효과를 얻기 위해서 다양한 약제를 사용합니다. ‘의식하 진정내시경검사’에 사용되는 약제는 사람마다 감수성이 달라 적은 용량으로도 충분한 효과를 유지하는 사람도 있는 반면 일부에선 많은 용량을 투여해도 원하는 진정 효과를 얻지 못하는 경우도 있습니다. 그러나 약제 투여량이 과하면 호흡중추가 마비되어 호흡이 곤란한 경우도 생길 수 있으므로 의료진이 항상 주의하면서 사용하는 약제이기도 합니다.비록 짧은 작용시간을 가지고 있지만 검사 후에도 약효가 계속 지속되는 경우도 있으므로 검사 후 충분한 휴식을 취해야 하며 운전을 하거나 중요한 결정을 내리는 행위는 피해야 합니다.
"
"가끔 피곤하거나 신경을 쓰면 뒷머리에 두통이 생기는데, 고혈압 때문인가요?","관련 질병
고혈압성 심장병

","반드시 그런 것은 아닙니다. 고혈압이 ""소리없는 살인자""라고 하는 것은 혈압이 높더라도 별다른 증상이 없다가, 어느날 갑자기 뇌졸중 등의 합병증을 일으키기 때문입니다. 뇌출혈이나 뇌경색으로 인한 뇌졸중은 갑작스런 혈압의 상승으로 인해 발생할 수 있지만, 평소 고혈압이 있는 사람은 통증에 대해 둔해져 오히려 두통을 못느끼는 경우가 많습니다.고혈압에 의한 두통은 드물지만, 아침에 생기는 것이 특징이고 시간이 지나면 좋아지며, 우리가 흔히 호소하는 두통은 평소 신경을 많이 쓰거나, 직장생활에서 받은 스트레스와 피로를 적절히 풀어주지 못한 경우 머리주위의 근육수축으로 인해 오후에 주로 발생하는 긴장성 두통입니다.
"
우울증이 의심되는데 어떻게 해야 하나요?,"관련 질병
우울증

","우울증 진단은 정신과 전문의와의 상담이 가장 바람직 하지만 여러 경로를 통해 우울증 치료에 대한 구체적 정보를 무료로 제공받을 수 있습니다. 보건복지부에서 운영하는 정신건강상담의 전화(1577~0199)가 24시간 이용이 가능하며 보건복지부 긴급전화(129)를 통해서도 위기시 상담이 가능합니다.대부분의 시·군·구 단위에서 운영하고 있는 정신보건센터를 통하면 전문의 상담과 사례관리를 제공받을 수 있습니다. 인터넷상에서는 신경정신의학회에서 운영하는 웹사이트 해피마인드(www.mind44.co.kr)을 통해 우울증에 대한 정보와 무료상담이 가능합니다. 또한 서울광역정신보건센터 위기관리팀에서 운영하는(www.suicide.or.kr)을 방문하면 인터넷 채팅으로 상담을 할 수 있습니다.
"
강직성 척추염은 완치되나요?,"관련 질병
강직성 척추염

","척추 관절염도 물론 완치가 가능합니다. 그리고 치료시기를 놓쳐서 완치가 힘들다고 할지라도 훌륭하게 조절해 나갈 수 있는 병입니다. 많은 환자들이 완치가 되지 않는다고 생각하여 쉽게 포기하는 경향이 있습니다. 우리나라 사람들이 생각하는 완치라는 것은 한 번 수술이나 또는 한두 번 약을 먹고 완전히 낫는 것입니다. 그러나 완치라는 것은 그러한 뜻이 아니고 어느 정도 잘 조절하여 정상적인 생활을 할 수 있다는 뜻입니다.


강직성척추염의 자연 경과 - 치료 받지 않은 환자 일례
"
생후 1개월 된 아기에게 심잡음이 들린다는데 어떻게 해야 하나요?,"관련 질병
심잡음

","심잡음이 들리는 경우는 여러 경우가 있습니다.우선 심장이나 혈관의 이상이 없는 경우입니다. 아기의 흉벽은 얇아서 심장이나 혈관을 통해서 흐르는 혈액의 소리가 더 크고 빠르기 때문에 심잡음이 어른에게서보다 더 잘 들립니다. 심잡음이 있어 심초음파를 해보면 10명 중 9명은 정상입니다. 신생아기는 특히 심혈관계의 혈역학이 태아형에서 성인형으로 바뀌는 시기이므로, 이 시기에 기능성 심잡음이 흔히 들리며 첫 돌 전후에는 적어집니다. 그러나 이 시기에라도 심잡음이 크면 심초음파검사가 필요합니다.다음은 선천성 심장병이 있을 수 있습니다. 선천성 심장병은 여러 종류이며, 종류에 따라서 나타나는 증상이나 경과가 차이가 납니다. 종류에 따라 때로는 조기에 치료를 하여야 하는 것도 있고, 기다리면 저절로 좋아지는 것도 있습니다. 선천성 심장병으로 인하여 숨이 차며, 동작이 활발하지 못하고, 기운이 없으면 치료가 필요합니다. 이런 심장과 관련된 증상은 초기에는 잘 나타나지 않고 1~3개월 지나 나타나는 경우가 많습니다. 이렇게 증상을 나타낼 정도로 심한 심장병은 구멍이 커서 심잡음이 잘 들리지 않습니다. 휘파람을 불 때 작은 입술 구멍이어야 잘 불어지는 것과 같이, 구멍이 작으면 심잡음이 잘 들리고 구멍이 크면 잘 들리지 않습니다.심잡음이 들린다고 걱정하지 말고, 심초음파검사로 확인하여 정상이면 전혀 근심할 필요가 없고, 이상이 있더라도 현재의 심장수술로써 고칠 수가 있으니 실망하지 않아도 됩니다. 아주 복잡한 선천성 심장병이라도 수술할 수 있으며 경과도 양호합니다.
"
요즘 아이들은 대부분 다 크고 특히 부모보다는 더욱 큰 경우가 많은데 우리 아이는 왜 이런가요?,"관련 질병
저신장

","2007년 대한소아과학회에서 발표한 소아, 청소년 표준 성장 도표를 보면 최종 성인 신장은 남자에서 평균 173.4cm, 여자에서 평균 160.7cm로 되어 있습니다.따라서 같은 연령과 성별의 또래 100명 중에서 약 50명은 상기의 키보다 크게 되고 그 반대로 50명은 그 보다 작게 됩니다.큰 키를 선호하는 사회 현상으로 어쩔 수 없는 면이 다소 있기는 하지만 지나치게 큰 키를 선호하여 최종 키의 목표로 삼는 것은 자존감 감소와 불필요한 치료의 증가를 유발할 수 있습니다.과거 우리나라가 경제적으로 풍요롭지 못했던 시절에 태어나신 부모님들은 영양이나 질병 등의 사회 환경에 있어서 요즘의 세대보다는 불리한 상태에서 양육되어 자신이 가지고 나온 유전적인 표적 키보다 못 자라는 경우도 많았습니다.그러나 요즘의 부모님들은 그러한 환경적인 영향의 제약을 덜 받았기 때문에 자신의 자녀들과 키가 그렇게 많이 차이가 날 수가 없습니다.전체키에서 유전의 영향이 차지하는 비중이 약 70~80%이고 우리 민족의 인종적 특성상 더 이상 많은 키의 증가가 있을 수는 없어 보입니다.그러므로 앞으로 우리 자녀들이 무한정 부모보다 더 클 수는 없습니다.
"
"아기가 눈을 마주치지 않고, 혼자서 놀아요.(정서발달 이상, 자폐)","관련 질병
정상 소아의 성장

","발달이 정상인 소아는 생후 12개월 이전이라도 충분히 자신을 돌보는 가족이나 주변 인물들과 정서적 상호작용이 가능하고, 관심사를 서로 공유하고자 합니다. 즉, 눈을 마주치며 대화를 주고받는 사회적 의사소통이 가능한 것입니다. 부모의 관심을 끌려고 하고, 애착을 보이며 소아 자신의 행동에 대한 주변의 반응에 다시 반응을 교환하는 것이 정상입니다.일반적으로 자폐증으로 알려져 있는 전반적 발달장애가 있는 소아는 정상 소아에서 보이는 사회적 관계나 놀이 및 의사소통에 문제를 보이고, 눈을 마주치는 것을 피하고, 또래 관계의 발달이 안 되고, 부모나 주변에 대한 관심이 매우 적은 특성을 보입니다. 특정한 일부 물건이나 행동에 집착하는 등 소아의 관심 범위가 매우 제한적이고 유별난 행동을 보이며, 언어 문제를 동반할 수 있습니다. 또래들과 어울려 놀아야 될 시기에 같이 어울려 놀지 않고 혼자 놀며, 또래에 대한 관심도 부족하고 다른 아이들이 접근하면 피하거나 반응을 하지 않고, 협동하는 단체 놀이에 참여하지 않을 경우, 또한 다른 사람의 감정이나 관심을 공유하지 않으려고 합니다.3세 이전에 자폐아를 진단하기는 쉽지 않지만 다른 사람들과의 사회적 상호작용, 사회적 의사소통의 도구로서 적절한 언어 구사, 가상놀이 등의 분야에 이상 소견을 보일 때는 진단할 수 있습니다. 따라서 아이의 행동, 정서, 언어가 뭔가 특이하거나 다른 아이들과는 다른 점을 발견하면 의사와 상담하셔야 됩니다.
"
암환자에게 좋은 음식 혹은 나쁜 음식이 있나요?,"관련 질병
호스피스 완화의료

","많은 암환자나 그 가족들이 암환자를 위한 식사요법이라고 하면 암을 치료하는 식사를 생각합니다. 그러나 암을 치료하는 음식은 없습니다. 암환자의 식사요법이라고 하는 것은 환자에게 필요한 영양소들을 부족함 없이 공급하는 것을 말합니다. 암환자에게 있어 가장 큰 영양문제는 영양불량입니다. 암세포는 환자로 하여금 많은 영양소를 소모하게 하므로 식사를 잘 못하는 암환자들은 영양불량 상태가 되기 쉽습니다. 따라서 환자에게 적절한 영양을 공급하여 환자가 암을 가지고도 정상적인 생활을 할 수 있는 체력을 유지시켜 주는 것이 필요합니다.암을 치료하는 음식이 따로 없는 것과 마찬가지로 암에 특별히 나쁜 음식도 없습니다. 흔히 밀가루나 설탕, 고기나 가공 식품들이 암환자에게 나쁘다고 알려져 있으나 이 음식 위주로만 식사를 하는 것이 아니라면 특별히 암환자에게 더 나쁜 이유는 없습니다. 오히려 이들 음식이 나쁘다고 해서 전혀 먹지 않는다면 경우에 따라서는 환자의 입맛에 맞는 다양한 음식을 제공할 수 없게 되므로 환자의 영양상태를 악화시킬 수 있습니다. 또 주변에서 암환자에게 좋다고 권하는 것들 중에는 오래 먹었을 때 환자에게 생각지 않았던 부작용을 가져옴으로써 환자의 상태를 악화시키는 것들이 있으므로 주의하여야 합니다.
"
